label,id,split
FrisbeeCatch,v_FrisbeeCatch_g11_c04,train
BreastStroke,v_BreastStroke_g15_c01,train
Bowling,v_Bowling_g13_c04,train
Billiards,v_Billiards_g17_c05,train
PlayingSitar,v_PlayingSitar_g23_c03,train
Hammering,v_Hammering_g18_c01,train
BreastStroke,v_BreastStroke_g16_c01,train
YoYo,v_YoYo_g11_c03,train
BasketballDunk,v_BasketballDunk_g23_c01,train
Knitting,v_Knitting_g20_c02,train
SalsaSpin,v_SalsaSpin_g16_c04,train
ApplyLipstick,v_ApplyLipstick_g04_c05,train
PlayingViolin,v_PlayingViolin_g08_c02,train
BrushingTeeth,v_BrushingTeeth_g08_c03,train
Haircut,v_Haircut_g19_c03,train
HulaHoop,v_HulaHoop_g15_c02,train
TableTennisShot,v_TableTennisShot_g24_c02,train
FloorGymnastics,v_FloorGymnastics_g20_c01,train
ParallelBars,v_ParallelBars_g04_c02,train
Rafting,v_Rafting_g25_c03,train
HandstandWalking,v_HandstandWalking_g02_c01,train
GolfSwing,v_GolfSwing_g17_c01,train
WalkingWithDog,v_WalkingWithDog_g06_c03,train
Rowing,v_Rowing_g04_c05,train
GolfSwing,v_GolfSwing_g19_c06,train
PlayingDhol,v_PlayingDhol_g04_c01,train
Kayaking,v_Kayaking_g22_c03,train
Archery,v_Archery_g25_c07,train
PushUps,v_PushUps_g21_c02,train
PushUps,v_PushUps_g03_c04,train
BandMarching,v_BandMarching_g17_c02,train
HeadMassage,v_HeadMassage_g22_c03,train
BabyCrawling,v_BabyCrawling_g19_c02,train
UnevenBars,v_UnevenBars_g20_c03,train
YoYo,v_YoYo_g16_c01,train
Swing,v_Swing_g06_c03,train
Skijet,v_Skijet_g15_c04,train
PlayingPiano,v_PlayingPiano_g10_c03,train
Swing,v_Swing_g21_c01,train
JumpRope,v_JumpRope_g07_c04,train
Bowling,v_Bowling_g15_c01,train
HorseRace,v_HorseRace_g06_c05,train
PlayingFlute,v_PlayingFlute_g25_c05,train
PlayingTabla,v_PlayingTabla_g10_c04,train
HulaHoop,v_HulaHoop_g12_c01,train
HammerThrow,v_HammerThrow_g03_c03,train
CuttingInKitchen,v_CuttingInKitchen_g10_c03,train
HandstandWalking,v_HandstandWalking_g07_c05,train
BaseballPitch,v_BaseballPitch_g07_c01,train
PlayingDaf,v_PlayingDaf_g15_c04,train
PlayingPiano,v_PlayingPiano_g11_c04,train
FrontCrawl,v_FrontCrawl_g11_c07,train
Billiards,v_Billiards_g15_c02,train
BandMarching,v_BandMarching_g14_c01,train
BodyWeightSquats,v_BodyWeightSquats_g02_c03,train
Skiing,v_Skiing_g10_c02,train
Knitting,v_Knitting_g25_c05,train
PlayingFlute,v_PlayingFlute_g14_c04,train
PlayingGuitar,v_PlayingGuitar_g21_c03,train
Archery,v_Archery_g10_c02,train
JavelinThrow,v_JavelinThrow_g24_c02,train
PlayingGuitar,v_PlayingGuitar_g14_c03,train
CleanAndJerk,v_CleanAndJerk_g20_c05,train
Drumming,v_Drumming_g23_c07,train
BlowDryHair,v_BlowDryHair_g10_c06,train
WalkingWithDog,v_WalkingWithDog_g09_c05,train
ShavingBeard,v_ShavingBeard_g23_c01,train
BodyWeightSquats,v_BodyWeightSquats_g10_c05,train
IceDancing,v_IceDancing_g19_c04,train
CricketShot,v_CricketShot_g25_c07,train
Rowing,v_Rowing_g08_c01,train
Bowling,v_Bowling_g11_c05,train
RopeClimbing,v_RopeClimbing_g02_c02,train
BabyCrawling,v_BabyCrawling_g06_c02,train
RopeClimbing,v_RopeClimbing_g19_c06,train
SalsaSpin,v_SalsaSpin_g07_c01,train
GolfSwing,v_GolfSwing_g02_c01,train
PullUps,v_PullUps_g14_c04,train
PlayingPiano,v_PlayingPiano_g17_c06,train
PushUps,v_PushUps_g18_c03,train
VolleyballSpiking,v_VolleyballSpiking_g22_c04,train
Basketball,v_Basketball_g22_c04,train
CricketShot,v_CricketShot_g09_c02,train
WritingOnBoard,v_WritingOnBoard_g06_c07,train
PushUps,v_PushUps_g03_c02,train
SkyDiving,v_SkyDiving_g05_c01,train
PlayingTabla,v_PlayingTabla_g25_c03,train
JugglingBalls,v_JugglingBalls_g11_c05,train
HorseRiding,v_HorseRiding_g24_c07,train
WallPushups,v_WallPushups_g17_c01,train
YoYo,v_YoYo_g09_c05,train
ThrowDiscus,v_ThrowDiscus_g09_c06,train
FieldHockeyPenalty,v_FieldHockeyPenalty_g13_c03,train
Typing,v_Typing_g10_c06,train
VolleyballSpiking,v_VolleyballSpiking_g15_c02,train
CuttingInKitchen,v_CuttingInKitchen_g14_c01,train
CricketBowling,v_CricketBowling_g25_c04,train
Knitting,v_Knitting_g25_c02,train
WallPushups,v_WallPushups_g11_c04,train
TableTennisShot,v_TableTennisShot_g20_c04,train
TaiChi,v_TaiChi_g02_c03,train
BasketballDunk,v_BasketballDunk_g04_c04,train
JavelinThrow,v_JavelinThrow_g15_c01,train
IceDancing,v_IceDancing_g07_c05,train
Fencing,v_Fencing_g09_c02,train
PommelHorse,v_PommelHorse_g13_c02,train
JugglingBalls,v_JugglingBalls_g09_c03,train
Rafting,v_Rafting_g20_c03,train
TrampolineJumping,v_TrampolineJumping_g22_c05,train
LongJump,v_LongJump_g10_c02,train
Lunges,v_Lunges_g04_c03,train
PlayingFlute,v_PlayingFlute_g23_c03,train
ApplyEyeMakeup,v_ApplyEyeMakeup_g23_c06,train
PlayingGuitar,v_PlayingGuitar_g14_c04,train
HorseRace,v_HorseRace_g11_c06,train
ParallelBars,v_ParallelBars_g07_c04,train
Basketball,v_Basketball_g23_c05,train
Skijet,v_Skijet_g15_c01,train
Swing,v_Swing_g03_c01,train
Haircut,v_Haircut_g20_c04,train
BalanceBeam,v_BalanceBeam_g25_c03,train
HighJump,v_HighJump_g21_c01,train
BoxingPunchingBag,v_BoxingPunchingBag_g25_c01,train
Archery,v_Archery_g18_c02,train
Rafting,v_Rafting_g09_c01,train
VolleyballSpiking,v_VolleyballSpiking_g23_c04,train
MilitaryParade,v_MilitaryParade_g10_c04,train
BalanceBeam,v_BalanceBeam_g06_c02,train
Diving,v_Diving_g16_c02,train
BoxingPunchingBag,v_BoxingPunchingBag_g07_c06,train
JugglingBalls,v_JugglingBalls_g18_c03,train
